Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
1975.1.209,True,True,False,459119,,Robert Lehman Collection,1975,Painting,"Evening Calm, Concarneau, Opus 220 (Allegro Maestoso)",,,,,,16241,Artist, ,Paul Signac,"French, Paris 1863–1935 Paris", ,"Signac, Paul",French,1863      ,1935      ,,http://vocab.getty.edu/page/ulan/500008410,https://www.wikidata.org/wiki/Q151573,1891,1891,1891,Oil on canvas,25 1/2 x 32in. (64.8 x 81.3cm); Framed: 40 1/4 x 34 in. (102.2 x 86.4cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459119,https://www.wikidata.org/wiki/Q20181684,,"Metropolitan Museum of Art, New York, NY",Seascapes|Boats,http://vocab.getty.edu/page/aat/300117546|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q158607|https://www.wikidata.org/wiki/Q35872
1975.1.231,True,False,True,459123,825,Robert Lehman Collection,1975,Painting,Madame Roulin and Her Baby,,,,,,16194,Artist, ,Vincent van Gogh,"Dutch, Zundert 1853–1890 Auvers-sur-Oise", ,"Gogh, Vincent van",Dutch,1853      ,1890      ,,http://vocab.getty.edu/page/ulan/500115588,https://www.wikidata.org/wiki/Q5582,1888,1888,1888,Oil on canvas,25 x 20 1/8 in.,"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459123,https://www.wikidata.org/wiki/Q17024776,,"Metropolitan Museum of Art, New York, NY",Infants|Portraits|Mothers|Women,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025932|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q7560|https://www.wikidata.org/wiki/Q467
1975.1.7,True,True,True,459131,952,Robert Lehman Collection,1975,Painting,The Last Supper,,,,,,16258,Artist, ,Ugolino da Siena (Ugolino di Nerio),"Italian, Siena, active by 1317–died ?1339/49", ,Ugolino da Siena (Ugolino di Nerio),Italian,1317      ,1349      ,,http://vocab.getty.edu/page/ulan/500008502,https://www.wikidata.org/wiki/Q1357686,ca. 1325–30,1322,1333,Tempera and gold on wood,"Overall, with engaged (modern) frame, 15 x 22 1/4 in. (38.1 x 56.5 cm); painted surface 13 1/2 x 20 3/4 in. (34.3 x 52.7 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459131,https://www.wikidata.org/wiki/Q20185471,,"Metropolitan Museum of Art, New York, NY",Men|Last Supper|Saints,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000357|http://vocab.getty.edu/page/aat/300150555,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q51633|https://www.wikidata.org/wiki/Q43115
1975.1.12,True,True,True,459136,952,Robert Lehman Collection,1975,Painting,Madonna and Child,,,,,,16210,Artist, ,Simone Martini,"Italian, Siena, active by 1315–died 1344 Avignon", ,"Martini, Simone",Italian,1315      ,1344      ,,http://vocab.getty.edu/page/ulan/500399029,https://www.wikidata.org/wiki/Q221043,ca. 1326,1323,1329,"Tempera on wood, gold ground",Overall 23 1/8 x 15 1/2 in. (58.7 x 39.4 cm); painted surface 22 1/2 x 15 1/8 in. (57.2 x 38.4 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459136,https://www.wikidata.org/wiki/Q20183716,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699
1975.1.156,True,True,False,459139,,Robert Lehman Collection,1975,Painting,Before Dinner,,,,,,16169,Artist, ,Pierre Bonnard,"French, Fontenay-aux-Roses 1867–1947 Le Cannet", ,"Bonnard, Pierre",French,1867      ,1947      ,,http://vocab.getty.edu/page/ulan/500115555,https://www.wikidata.org/wiki/Q26408,1924,1924,1924,Oil on canvas,35 1/2 x 42 in.  (90.2 x 106.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/459139,https://www.wikidata.org/wiki/Q20183401,,"Metropolitan Museum of Art, New York, NY",Dining Rooms|Women|Dining|Food,http://vocab.getty.edu/page/aat/300004349|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300379052|http://vocab.getty.edu/page/aat/300254496,https://www.wikidata.org/wiki/Q661199|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q661199|https://www.wikidata.org/wiki/Q2095
1975.1.159,True,False,False,459142,,Robert Lehman Collection,1975,Painting,House behind Trees,,,,,,16171,Artist, ,Georges Braque,"French, Argenteuil 1882–1963 Paris", ,"Braque, Georges",French,1882      ,1963      ,,http://vocab.getty.edu/page/ulan/500025200,https://www.wikidata.org/wiki/Q153793,1906–7,1906,1907,Oil on canvas,Overall: 14 3/4 x 18 1/8 in. (37.5 x 46 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/459142,https://www.wikidata.org/wiki/Q20181967,,"Metropolitan Museum of Art, New York, NY",Houses,http://vocab.getty.edu/page/aat/300005433,https://www.wikidata.org/wiki/Q3947
1975.1.168,True,False,False,459144,,Robert Lehman Collection,1975,Painting,The Palace of Westminster,,,,,,16182,Artist, ,André Derain,"French, Chatou 1880–1954 Garches", ,"Derain, André",French,1880      ,1954      ,,http://vocab.getty.edu/page/ulan/500004535,https://www.wikidata.org/wiki/Q156272,1906–1907,1906,1907,Oil on canvas,31 x 39 in.  (78.7 x 99.1 cm); framed: 40 3/8 x 47.5 x 3 in. (102.5 x 121 x 7.6 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/459144,https://www.wikidata.org/wiki/Q20183057,,"Metropolitan Museum of Art, New York, NY",Buildings|Cities|Rivers|Boats|London,http://vocab.getty.edu/page/aat/300004789|http://vocab.getty.edu/page/aat/300008389|http://vocab.getty.edu/page/aat/300008707|http://vocab.getty.edu/page/aat/300178749|http://vocab.getty.edu/page/tgn/7011781,https://www.wikidata.org/wiki/Q41176|https://www.wikidata.org/wiki/Q515|https://www.wikidata.org/wiki/Q4022|https://www.wikidata.org/wiki/Q35872|https://www.wikidata.org/wiki/Q84
1975.1.192,True,False,False,459159,,Robert Lehman Collection,1975,Painting,Sergeant of the Colonial Regiment,,,,,,16210,Artist, ,Albert Marquet,"French, Bordeaux 1875–1947 Paris", ,"Marquet, Albert",French,1875      ,1947      ,,http://vocab.getty.edu/page/ulan/500022386,https://www.wikidata.org/wiki/Q267858,1906–7,1906,1907,Oil on canvas,35 1/2 x 28 in. (90.2 x 71.1 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/459159,https://www.wikidata.org/wiki/Q20184222,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
1975.1.194,True,True,False,459161,,Robert Lehman Collection,1975,Painting,Olive Trees at Collioure,,,,,,16211,Artist, ,Henri Matisse,"French, Le Cateau-Cambrésis 1869–1954 Nice", ,"Matisse, Henri",French,1869      ,1954      ,,http://vocab.getty.edu/page/ulan/500017300,https://www.wikidata.org/wiki/Q5589,Summer 1906 (?),1906,1906,Oil on canvas,"18 1/8 × 21 5/8 in. (46 × 55 cm)
Framed: 27 5/16 × 30 7/8 in. (69.4 × 78.4 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2023 Succession H. Matisse / Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/459161,https://www.wikidata.org/wiki/Q20182015,,"Metropolitan Museum of Art, New York, NY",Landscapes|Olive Trees,http://vocab.getty.edu/page/aat/300132294| ,https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35417711
1975.1.225,True,False,False,459174,,Robert Lehman Collection,1975,Painting,"Mme Vuillard Sewing by the Window, rue Truffaut",,,,,,16267,Artist, ,Edouard Vuillard,"French, Cuiseaux 1868–1940 La Baule", ,"Vuillard, Edouard",French,1868      ,1940      ,,http://vocab.getty.edu/page/ulan/500014954,https://www.wikidata.org/wiki/Q239394,ca. 1899,1894,1904,Oil on cardboard laid down on panel.,19 1/2 x 20 3/4 in.  (49.5 x 52.7 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/459174,https://www.wikidata.org/wiki/Q20182906,,"Metropolitan Museum of Art, New York, NY",Interiors|Women|Sewing,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300053658,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q652122
1975.1.155,True,True,False,459182,,Robert Lehman Collection,1975,Painting,Nude in Front of a Mantel,,,,,,16164,Artist, ,Balthus (Balthasar Klossowski),"French, Paris 1908–2001 Rossinière", ,Balthus (Balthasar Klossowski),French,1908      ,2001      ,,http://vocab.getty.edu/page/ulan/500021167,https://www.wikidata.org/wiki/Q325925,1955,1955,1955,Oil on canvas,"75 in. × 64 1/2 in. (190.5 × 163.8 cm)
Framed: 77 3/4 × 71 in. (197.5 × 180.3 cm)","Robert Lehman Collection, 1975",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/459182,https://www.wikidata.org/wiki/Q20184249,,"Metropolitan Museum of Art, New York, NY",Female Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446
25.120.288,True,True,True,470600,008,The Cloisters,1925,Painting,The Adoration of the Shepherds,Italian,,,,,16165,Artist, ,Bartolo di Fredi,"Italian, active by 1353–died 1410 Siena", ,Bartolo di Fredi,Italian,1353      ,1410      ,,http://vocab.getty.edu/page/ulan/500031914,https://www.wikidata.org/wiki/Q177415,1374,1374,1374,"Tempera on poplar, gilding","Overall: 69 1/8 x 45 1/8 in. (175.6 x 114.6 cm)
Painted surface: 63 1/4 x 45 1/8 in. (160.7 x 114.6 cm)","The Cloisters Collection, 1925",Made in,Siena,,,Italy,,,,,,,Paintings-Panels,,http://www.metmuseum.org/art/collection/search/470600,https://www.wikidata.org/wiki/Q20200879,,"Metropolitan Museum of Art, New York, NY",Virgin Mary|Cows|Saint Joseph|Jesus|Angels|Adoration of the Shepherds,http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300250120|http://vocab.getty.edu/page/ia/901000953|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300379004|http://vocab.getty.edu/page/ia/901000229,https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q830|https://www.wikidata.org/wiki/Q128267|https://www.wikidata.org/wiki/Q302|https://www.wikidata.org/wiki/Q235113|https://www.wikidata.org/wiki/Q1029715
61.200.1,True,True,True,471904,014,The Cloisters,1961,Painting,The Crucifixion,Italian,,,,,16211,Artist, ,Master of the Codex of Saint George,"Italian, active Florence, ca. 1315–35", ,Master of the Codex of Saint George,Italian,1310      ,1335      ,,http://vocab.getty.edu/page/ulan/500026195,https://www.wikidata.org/wiki/Q1918541,ca. 1330–35,1330,1335,"Tempera on wood, gold ground","Overall: 18 x 11 3/4 in. (45.7 x 29.8 cm)
Painted surface: 15 5/8 x 10 5/8 in. (39.7 x 27 cm)","The Cloisters Collection, 1961",Made in,Avignon,,,France,,,,,,,Paintings-Panels,,http://www.metmuseum.org/art/collection/search/471904,https://www.wikidata.org/wiki/Q20200877,,"Metropolitan Museum of Art, New York, NY",Christ|Virgin Mary|Skulls|Crucifixion|Soldiers,http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300191856|http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/aat/300185678,https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q13147|https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q4991371
1982.55.7,True,False,False,482605,508,Modern and Contemporary Art,1982,Painting,Self-Portrait II,,,,,,14621,Artist, ,Horace Pippin,"American, West Chester, Pennsylvania 1888–1946 West Chester, Pennsylvania", ,"Pippin, Horace",American,1888      ,1946      ,,http://vocab.getty.edu/page/ulan/500026325,https://www.wikidata.org/wiki/Q325076,1944,1944,1944,"Oil on canvas, adhered to cardboard",8 1/2 × 6 1/2 in. (21.6 × 16.5 cm),"Bequest of Jane Kendall Gingrich, 1982",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/482605,https://www.wikidata.org/wiki/Q19920908,,"Metropolitan Museum of Art, New York, NY",Men|Self-portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300124534,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q192110
1983.457,True,False,False,482740,,Modern and Contemporary Art,1983,Painting,The Street,,,,,,16197,Artist, ,Philip Guston,"American (born Canada), Montreal 1913–1980 Woodstock, New York", ,"Guston, Philip","American, born Canada",1913      ,1980      ,,http://vocab.getty.edu/page/ulan/500023901,https://www.wikidata.org/wiki/Q701952,1977,1977,1977,Oil on canvas,"69 × 111 in. (175.3 × 281.9 cm)
","Purchase, Lila Acheson Wallace and Mr. and Mrs. Andrew Saul Gifts, Gift of George A. Hearn, by exchange, and Arthur Hoppock Hearn Fund, 1983",,,,,,,,,,,,Paintings,© Estate of Philip Guston,http://www.metmuseum.org/art/collection/search/482740,https://www.wikidata.org/wiki/Q20189411,,"Metropolitan Museum of Art, New York, NY",,,
1984.110,True,False,False,483000,915,Modern and Contemporary Art,1984,Painting,Attorney Street (Handball Court with Autobiographical Poem by Piñero),,,,,,22163814771,Artist|Artist, | ,Miguel Piñero|Martin Wong,"American (born Puerto Rico), Gurabo 1946–1988 New York|American, Portland, Oregon 1946–1999 San Francisco, California", | ,"Piñero, Miguel|Wong, Martin",American|American,1946      |1946      ,1988      |1999      ,|,|http://vocab.getty.edu/page/ulan/500043254,|https://www.wikidata.org/wiki/Q1522057,1982–84,1982,1984,Oil on canvas,"35 1/2 x 48 in. (90.2 x 121.9 cm)
","Edith C. Blum Fund, 1984",,,,,,,,,,,,Paintings,© The Estate of Martin Wong,http://www.metmuseum.org/art/collection/search/483000,https://www.wikidata.org/wiki/Q19917669,,"Metropolitan Museum of Art, New York, NY",Poetry|Hands,http://vocab.getty.edu/page/aat/300055931|http://vocab.getty.edu/page/aat/300310193,https://www.wikidata.org/wiki/Q482|https://www.wikidata.org/wiki/Q33767
1984.435,True,False,False,483560,,Modern and Contemporary Art,1984,Painting,Untitled # 9,,,,,,16210,Artist, ,Agnes Martin,"American (born Canada), Macklin, Saskatchewan 1912–2004 Taos, New Mexico", ,"Martin, Agnes","American, born Canada",1912      ,2004      ,Female,http://vocab.getty.edu/page/ulan/500024489,https://www.wikidata.org/wiki/Q275610,1984,1984,1984,"Acrylic, India ink, and graphite on canvas",72 x 72 in. (182.9 x 182.9 cm),"Gift of American Art Foundation, 1984",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/483560,https://www.wikidata.org/wiki/Q20198836,,"Metropolitan Museum of Art, New York, NY",,,
1985.63.5,True,True,False,484362,,Modern and Contemporary Art,1985,Painting,"No. 13 (White, Red on Yellow)",,,,,,16234,Artist, ,Mark Rothko,"American (born Russia, now Latvia), Dvinsk 1903–1970 New York", ,"Rothko, Mark","American, born Russia",1903      ,1970      ,,http://vocab.getty.edu/page/ulan/500014869,https://www.wikidata.org/wiki/Q160149,1958,1958,1958,Oil and acrylic with powdered pigments on canvas,95-1/4 × 81-3/8 x 1-3/8 in. (241.9 × 206.7 x 3.5 cm),"Gift of The Mark Rothko Foundation Inc., 1985",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/484362,https://www.wikidata.org/wiki/Q19922089,,"Metropolitan Museum of Art, New York, NY",,,
1986.354,True,False,False,484522,,Modern and Contemporary Art,1986,Painting,Untitled,,,,,,16204,Artist, ,Lee Krasner,"American, Brooklyn, New York 1908–1984 New York", ,"Krasner, Lee",American,1908      ,1984      ,Female,http://vocab.getty.edu/page/ulan/500010144,https://www.wikidata.org/wiki/Q237959,1948,1948,1948,Oil on canvas,30 x 25 in. (76.2 x 63.5 cm),"Gift of Mrs. Donald T. Braider, 1986",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/484522,https://www.wikidata.org/wiki/Q19922705,,"Metropolitan Museum of Art, New York, NY",Abstraction,http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q162150
1986.356,True,False,False,484524,,Modern and Contemporary Art,1986,Painting,Woman with Arms Crossed,,,,,,14524,Artist, ,Tamara de Lempicka,"American (born Poland) Warsaw 1898–1980 Cuernavaca, Mexico", ,"Lempicka, Tamara De","American, born Poland",1898      ,1980      ,Female,http://vocab.getty.edu/page/ulan/500013547,https://www.wikidata.org/wiki/Q229351,1939,1939,1939,Oil on canvas,20 x 16 in. (50.8 x 40.6 cm),"Gift of Kizette de Lempicka-Foxhall, 1986",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/484524,https://www.wikidata.org/wiki/Q19917516,,"Metropolitan Museum of Art, New York, NY",Portraits|Women,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467
1989.279,True,False,False,485302,,Modern and Contemporary Art,1989,Painting,"Large Interior, Los Angeles",,,,,,16629,Artist, ,David Hockney,"British, born Bradford, 1937", ,"Hockney, David",British,1937      ,9999      ,,http://vocab.getty.edu/page/ulan/500017273,https://www.wikidata.org/wiki/Q159907,1988,1988,1988,"Oil, ink on cut-and-pasted paper, on canvas",72 1/4 in. × 10 ft. 1/4 in. (183.5 × 305.4 cm),"Purchase, Natasha Gelman Gift, in honor of William S. Lieberman, 1989",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/485302,https://www.wikidata.org/wiki/Q19914356,,"Metropolitan Museum of Art, New York, NY",Interiors|Abstraction,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q162150
1989.349,True,False,False,485308,,Modern and Contemporary Art,1989,Painting,Sunflower,,,,,,16442,Artist, ,Joan Mitchell,"American, Chicago, Illinois 1925–1992 Paris", ,"Mitchell, Joan",American,1925      ,1992      ,Female,http://vocab.getty.edu/page/ulan/500000901,https://www.wikidata.org/wiki/Q469934,1969,1969,1969,Oil on canvas,102 1/4 in. × 70 3/4 in. (259.7 × 179.7 cm),"Gift of Pierre Matisse, 1989",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/485308,https://www.wikidata.org/wiki/Q19922136,,"Metropolitan Museum of Art, New York, NY",Sunflowers,http://vocab.getty.edu/page/aat/300404749,https://www.wikidata.org/wiki/Q171497
1990.237a-c,True,True,False,485416,,Modern and Contemporary Art,1990,Painting,Street Story Quilt,,,,,,16231,Artist, ,Faith Ringgold,"American, born New York, 1930", ,"Ringgold, Faith",American,1930      ,9999      ,Female,http://vocab.getty.edu/page/ulan/500063866,https://www.wikidata.org/wiki/Q5431220,1985,1985,1985,"Cotton canvas, acrylic paint, ink marker, dyed and printed cotton, and sequins, sewn to a cotton flannel backing",Overall: 90 in. × 12 ft. (228.6 × 365.8 cm),"Arthur Hoppock Hearn Fund and funds from various donors, 1990",,,,,,,,,,,,Textiles|Paintings,© 1985 Faith Ringgold,http://www.metmuseum.org/art/collection/search/485416,https://www.wikidata.org/wiki/Q19917476,,"Metropolitan Museum of Art, New York, NY",Women|Cars|Men|Buildings,http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300178739|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300004789,https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q1420|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q41176
1991.47,True,False,False,485901,,Modern and Contemporary Art,1991,Painting,Untitled,,,,,,14528,Artist, ,Norman Wilfred Lewis,"American, New York 1909–1979 New York", ,"Lewis, Norman Wilfred",American,1909      ,1979      ,,http://vocab.getty.edu/page/ulan/500060084,https://www.wikidata.org/wiki/Q7052490,1978,1978,1978,Oil on canvas,50 × 72 in. (127 × 182.9 cm),"Purchase, George A. Hearn Fund, by exchange, and The Eugene and Estelle Ferkauf Foundation Gift, 1991",,,,,,,,,,,,Paintings,© Estate of Norman Wilfred Lewis,http://www.metmuseum.org/art/collection/search/485901,https://www.wikidata.org/wiki/Q19921326,,"Metropolitan Museum of Art, New York, NY",Abstraction,http://vocab.getty.edu/page/aat/300056508,https://www.wikidata.org/wiki/Q162150
1992.146,True,True,False,485934,,Modern and Contemporary Art,1992,Painting,"The Businessman Max Roesberg, Dresden",,,,,,16183,Artist, ,Otto Dix,"German, Untenhaus 1891–1969 Singen", ,"Dix, Otto",German,1891      ,1969      ,,http://vocab.getty.edu/page/ulan/500028047,https://www.wikidata.org/wiki/Q153104,1922,1922,1922,Oil on canvas,37 1/8 × 25 1/8 in. (94.3 × 63.8 cm),"Purchase, Lila Acheson Wallace Gift, 1992",,,,,,,,,,,,Paintings,"© 2023 Artists Rights Society (ARS), New York",http://www.metmuseum.org/art/collection/search/485934,https://www.wikidata.org/wiki/Q19918404,,"Metropolitan Museum of Art, New York, NY",Phones|Clocks|Men|Portraits,http://vocab.getty.edu/page/aat/300249768|http://vocab.getty.edu/page/aat/300041575|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q11035|https://www.wikidata.org/wiki/Q376|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
1992.24.8,True,True,False,486014,732,Modern and Contemporary Art,1992,Painting,Americana,,,,,,16240,Artist, ,Charles Sheeler,"American, Philadelphia, Pennsylvania 1883–1965 Dobbs Ferry, New York", ,"Sheeler, Charles",American,1883      ,1965      ,,http://vocab.getty.edu/page/ulan/500115325,https://www.wikidata.org/wiki/Q624868,1931,1931,1931,Oil on canvas,48 × 36 in. (121.9 × 91.4 cm),"Edith and Milton Lowenthal Collection, Bequest of Edith Abrahamson Lowenthal, 1991",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/486014,https://www.wikidata.org/wiki/Q19917481,,"Metropolitan Museum of Art, New York, NY",Tables|Interiors|Games,http://vocab.getty.edu/page/aat/300039548|http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300069657,https://www.wikidata.org/wiki/Q14748|https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q11410
1993.497.2,True,False,False,486308,,Modern and Contemporary Art,1993,Painting,Drifting,,,,,,14607,Artist, ,Miguel Padura,"American (born Cuba), Havana, 1957", ,"Padura, Miguel",Cuban,1957      ,9999      ,,http://vocab.getty.edu/page/ulan/500524160,https://www.wikidata.org/wiki/Q22137225,1993,1993,1993,Oil on canvas,72 1/8 × 60 in. (183.2 × 152.4 cm),"Gift of Martin and Elenore Ross, 1993",,,,,,,,,,,,Paintings,© Miguel Padura,http://www.metmuseum.org/art/collection/search/486308,https://www.wikidata.org/wiki/Q19920689,,"Metropolitan Museum of Art, New York, NY",Boys|Boats,http://vocab.getty.edu/page/aat/300247598|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q3010|https://www.wikidata.org/wiki/Q35872
1993.71,True,True,False,486316,,Modern and Contemporary Art,1993,Painting,"Naked Man, Back View",,,,,,16628,Artist, ,Lucian Freud,"British (born Germany), Berlin 1922–2011 London", ,"Freud, Lucian","British, born Germany",1922      ,2011      ,,http://vocab.getty.edu/page/ulan/500116243,https://www.wikidata.org/wiki/Q154594,1991–92,1991,1992,Oil on canvas,72 × 54 in. (182.9 × 137.2 cm),"Purchase, Lila Acheson Wallace Gift, 1993",,,,,,,,,,,,Paintings,© Lucian Freud,http://www.metmuseum.org/art/collection/search/486316,https://www.wikidata.org/wiki/Q20190701,,"Metropolitan Museum of Art, New York, NY",Male Nudes,http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q40446
"1997.4a, b",True,True,False,486996,,Modern and Contemporary Art,1997,Painting,Böhmen liegt am Meer (Bohemia Lies by the Sea),,,,,,16203,Artist, ,Anselm Kiefer,"German, born Donaueschingen, 1945", ,"Kiefer, Anselm",German,1945      ,9999      ,,http://vocab.getty.edu/page/ulan/500047395,https://www.wikidata.org/wiki/Q170344,1996,1996,1996,"Oil, emulsion, shellac, charcoal, and powdered paint on burlap","75 1/4 in. × 18 ft. 5 in. (191.1 × 561.3 cm)
Other (left panel component a): 75 1/4 in. × 9 ft. 2 1/2 in. (226.1 × 280.7 cm)
Other (right panel component b): 75 1/4 in. × 9 ft. 2 1/2 in. (226.1 × 280.7 cm)","Purchase, Lila Acheson Wallace Gift and Joseph H. Hazen Foundation Purchase Fund, 1997",,,,,,,,,,,,Paintings,© Anselm Kiefer,http://www.metmuseum.org/art/collection/search/486996,https://www.wikidata.org/wiki/Q20189766,,"Metropolitan Museum of Art, New York, NY",Poppies|Roads,http://vocab.getty.edu/page/aat/300375678|http://vocab.getty.edu/page/aat/300008217,https://www.wikidata.org/wiki/Q967457|https://www.wikidata.org/wiki/Q34442
